origin,dest,distance,arr_delay
JFK,PHX,2153.0,-26.0
EWR,SFO,2565.0,-15.0
EWR,ATL,746.0,1.0
EWR,IAH,1400.0,-18.0
LGA,DFW,1389.0,-13.0
JFK,SFO,2586.0,72.0
JFK,BUF,301.0,0.0
EWR,OMA,1134.0,-12.0
JFK,TPA,1005.0,0.0
EWR,JAX,820.0,-25.0
EWR,DTW,488.0,-13.0
LGA,DTW,502.0,-8.0
JFK,BUF,301.0,131.0
JFK,MCO,944.0,-22.0
LGA,ROC,254.0,-31.0
LGA,BOS,184.0,-28.0
LGA,CMH,479.0,-24.0
EWR,LAX,2454.0,-59.0
LGA,DTW,502.0,-18.0
LGA,ATL,762.0,-10.0
LGA,FLL,1076.0,-21.0
EWR,STL,872.0,-2.0
JFK,SFO,2586.0,52.0
EWR,DTW,488.0,5.0
JFK,DCA,213.0,-14.0
EWR,RDU,416.0,-3.0
LGA,MIA,1096.0,-28.0
EWR,ORD,719.0,-16.0
JFK,SLC,1990.0,-6.0
LGA,DEN,1620.0,-15.0
LGA,DEN,1620.0,-5.0
LGA,BGR,378.0,-5.0
LGA,MSP,1020.0,60.0
EWR,IND,645.0,-17.0
EWR,TPA,997.0,-18.0
LGA,MIA,1096.0,-24.0
LGA,FLL,1076.0,5.0
LGA,RDU,431.0,-18.0
JFK,LAX,2475.0,-35.0
LGA,DCA,214.0,5.0
LGA,ORD,733.0,-19.0
LGA,CLT,544.0,-9.0
EWR,MSP,1008.0,-4.0
LGA,DFW,1389.0,-27.0
EWR,PBI,1023.0,-7.0
LGA,MSP,1020.0,-7.0
EWR,RIC,277.0,-15.0
EWR,SFO,2565.0,-26.0
EWR,IAH,1400.0,198.0
EWR,ROC,246.0,-1.0
EWR,MCO,937.0,-12.0
LGA,CLT,544.0,-41.0
EWR,ORF,284.0,-25.0
EWR,ATL,746.0,-11.0
EWR,MIA,1085.0,-17.0
LGA,TPA,1010.0,-18.0
LGA,MDW,725.0,-17.0
LGA,ATL,762.0,-20.0
EWR,MCI,1092.0,-16.0
JFK,LAX,2475.0,-3.0
EWR,BOS,200.0,-20.0
LGA,BNA,764.0,-19.0
LGA,GSO,461.0,-11.0
JFK,DCA,213.0,-17.0
JFK,LAX,2475.0,-25.0
LGA,MIA,1096.0,-31.0
EWR,DEN,1605.0,-18.0
LGA,BOS,184.0,-27.0
LGA,ATL,762.0,-10.0
LGA,CHS,641.0,-41.0
LGA,CLE,419.0,-19.0
JFK,SFO,2586.0,-10.0
JFK,LAS,2248.0,-2.0
JFK,CLT,541.0,-14.0
EWR,SAV,708.0,75.0
LGA,RDU,431.0,-10.0
LGA,DCA,214.0,-10.0
JFK,LAX,2475.0,-13.0
JFK,SYR,209.0,-3.0
LGA,PBI,1035.0,-30.0
JFK,RSW,1074.0,4.0
LGA,MCO,950.0,-10.0
LGA,JAX,833.0,-12.0
EWR,MSY,1167.0,-24.0
LGA,BNA,764.0,9.0
LGA,MKE,738.0,3.0
EWR,IAH,1400.0,-21.0
LGA,ATL,762.0,-12.0
JFK,BOS,187.0,-1.0
LGA,DFW,1389.0,-19.0
EWR,DAY,533.0,-12.0
LGA,ORD,733.0,23.0
EWR,PHX,2133.0,-26.0
EWR,SNA,2434.0,-19.0
EWR,BUF,282.0,7.0
JFK,ROC,264.0,1.0
EWR,MCO,937.0,-19.0
EWR,MDW,711.0,6.0
LGA,ORD,733.0,17.0
EWR,DEN,1605.0,10.0
EWR,BOS,200.0,-9.0
JFK,RDU,427.0,9.0
EWR,DFW,1372.0,-14.0
EWR,PIT,319.0,-11.0
EWR,SFO,2565.0,-25.0
JFK,SLC,1990.0,-21.0
EWR,BTV,266.0,-6.0
EWR,DTW,488.0,18.0
JFK,BOS,187.0,-25.0
JFK,MIA,1089.0,-25.0
JFK,BOS,187.0,-13.0
JFK,MCO,944.0,-7.0
LGA,STL,888.0,-12.0
EWR,ATL,746.0,-1.0
EWR,BNA,748.0,-22.0
LGA,IAH,1416.0,-35.0
LGA,CLT,544.0,-11.0
LGA,DCA,214.0,-15.0
LGA,DFW,1389.0,-13.0
JFK,ATL,760.0,-20.0
JFK,SFO,2586.0,-27.0
LGA,ATL,762.0,-16.0
EWR,ORD,719.0,9.0
LGA,CLT,544.0,-18.0
EWR,LAX,2454.0,-12.0
JFK,LAX,2475.0,-15.0
LGA,CMH,479.0,-14.0
EWR,LAS,2227.0,-19.0
EWR,IAD,212.0,-19.0
LGA,PIT,335.0,87.0
LGA,PIT,335.0,-2.0
LGA,MSP,1020.0,48.0
EWR,MIA,1085.0,-14.0
LGA,MKE,738.0,14.0
EWR,CVG,569.0,-26.0
LGA,BOS,184.0,2.0
JFK,PHX,2153.0,-42.0
LGA,RSW,1080.0,-15.0
EWR,CLT,529.0,-3.0
EWR,HOU,1411.0,7.0
EWR,MHT,209.0,-12.0
EWR,MCO,937.0,1.0
EWR,BNA,748.0,-14.0
EWR,FLL,1065.0,-4.0
EWR,GSO,445.0,-7.0
EWR,MSP,1008.0,0.0
EWR,LAX,2454.0,-22.0
LGA,DTW,502.0,-12.0
LGA,DTW,502.0,27.0
EWR,IND,645.0,-9.0
LGA,CMH,479.0,-13.0
LGA,ORD,733.0,30.0
JFK,BUF,301.0,0.0
EWR,DFW,1372.0,-9.0
EWR,FLL,1065.0,-3.0
JFK,PWM,273.0,-9.0
LGA,SRQ,1047.0,-16.0
LGA,FLL,1076.0,-17.0
EWR,CVG,569.0,13.0
JFK,LAX,2475.0,-29.0
LGA,RDU,431.0,-8.0
LGA,MIA,1096.0,-23.0
JFK,CLT,541.0,-12.0
EWR,BOS,200.0,-13.0
EWR,IAH,1400.0,-23.0
LGA,CLE,419.0,-22.0
LGA,MIA,1096.0,-16.0
EWR,PHX,2133.0,-26.0
EWR,MSN,799.0,6.0
LGA,ORD,733.0,28.0
LGA,DFW,1389.0,-26.0
EWR,MEM,946.0,-11.0
LGA,BOS,184.0,-16.0
LGA,DCA,214.0,-27.0
LGA,MEM,963.0,7.0
EWR,MCO,937.0,-14.0
LGA,ATL,762.0,-12.0
LGA,CLT,544.0,-7.0
EWR,ORD,719.0,35.0
JFK,LGB,2465.0,-31.0
JFK,BOS,187.0,-14.0
LGA,MDW,725.0,10.0
EWR,RDU,416.0,12.0
EWR,PBI,1023.0,-1.0
EWR,PHX,2133.0,4.0
EWR,SAN,2425.0,-29.0
EWR,SFO,2565.0,-4.0
LGA,ATL,762.0,-24.0
EWR,LAX,2454.0,-27.0
LGA,STL,888.0,-8.0
EWR,IAH,1400.0,-10.0
EWR,ATL,746.0,-4.0
EWR,DEN,1605.0,0.0
JFK,JAX,828.0,-15.0
LGA,PBI,1035.0,-27.0
LGA,PBI,1035.0,-12.0
LGA,ORD,733.0,55.0
JFK,FLL,1069.0,-18.0
EWR,CLE,404.0,6.0
LGA,ATL,762.0,-8.0
JFK,MSY,1182.0,-12.0
JFK,IND,665.0,-26.0
LGA,DTW,502.0,-7.0
JFK,ROC,264.0,-17.0
EWR,DCA,199.0,7.0
LGA,MSN,812.0,-11.0
JFK,CHS,636.0,15.0
LGA,MSP,1020.0,9.0
JFK,TPA,1005.0,-14.0
EWR,MCI,1092.0,-8.0
LGA,FLL,1076.0,-14.0
EWR,AVL,583.0,-10.0
LGA,IAD,229.0,-6.0
LGA,IAH,1416.0,-35.0
JFK,RDU,427.0,-26.0
JFK,BWI,184.0,-12.0
LGA,MSP,1020.0,3.0
LGA,CLT,544.0,-6.0
JFK,SJU,1598.0,-36.0
JFK,PIT,340.0,8.0
JFK,BUF,301.0,-18.0
EWR,AUS,1504.0,-29.0
EWR,MCO,937.0,-21.0
JFK,SJU,1598.0,-27.0
LGA,TPA,1010.0,-28.0
LGA,BOS,184.0,-11.0
LGA,ATL,762.0,-9.0
JFK,BOS,187.0,-11.0
JFK,CLE,425.0,-1.0
JFK,TPA,1005.0,9.0
EWR,SFO,2565.0,26.0
EWR,CLT,529.0,4.0
JFK,LAX,2475.0,-19.0
JFK,CLT,541.0,3.0
LGA,MIA,1096.0,-26.0
JFK,LAS,2248.0,-10.0
EWR,LAX,2454.0,-23.0
JFK,DCA,213.0,12.0
JFK,IAD,228.0,-16.0
LGA,DFW,1389.0,-25.0
JFK,SEA,2422.0,-22.0
LGA,CMH,479.0,22.0
EWR,LAS,2227.0,15.0
EWR,MIA,1085.0,-17.0
EWR,ATL,746.0,-1.0
LGA,DEN,1620.0,-2.0
LGA,DCA,214.0,4.0
LGA,CHS,641.0,-22.0
JFK,MIA,1089.0,13.0
EWR,BNA,748.0,-2.0
JFK,DCA,213.0,4.0
LGA,MCO,950.0,-10.0
JFK,IND,665.0,-4.0
JFK,SJU,1598.0,-24.0
JFK,MCO,944.0,15.0
LGA,XNA,1147.0,-16.0
EWR,TPA,997.0,-16.0
EWR,DFW,1372.0,3.0
EWR,IAH,1400.0,-10.0
LGA,MIA,1096.0,-20.0
EWR,FLL,1065.0,16.0
EWR,STL,872.0,11.0
EWR,CLT,529.0,-3.0
EWR,CHS,628.0,-10.0
EWR,PHX,2133.0,18.0
JFK,LAX,2475.0,-21.0
JFK,HOU,1428.0,44.0
LGA,CLE,419.0,-18.0
JFK,SFO,2586.0,6.0
EWR,TPA,997.0,-12.0
EWR,MKE,725.0,-6.0
JFK,SFO,2586.0,-18.0
JFK,BNA,765.0,-15.0
JFK,MCO,944.0,-10.0
EWR,ATL,746.0,-11.0
EWR,BOS,200.0,-5.0
LGA,PHL,96.0,-3.0
EWR,BUF,282.0,44.0
EWR,SFO,2565.0,-9.0
JFK,LAX,2475.0,-18.0
LGA,ORD,733.0,29.0
JFK,RSW,1074.0,-8.0
EWR,MSP,1008.0,-3.0
EWR,CLE,404.0,-5.0
EWR,DTW,488.0,38.0
JFK,BOS,187.0,-11.0
LGA,MCI,1107.0,-20.0
EWR,GRR,605.0,0.0
LGA,MSY,1183.0,-13.0
JFK,ORD,740.0,14.0
LGA,ORD,733.0,76.0
JFK,FLL,1069.0,-26.0
EWR,IND,645.0,15.0
EWR,FLL,1065.0,-20.0
LGA,BOS,184.0,-15.0
JFK,SLC,1990.0,-27.0
EWR,JAX,820.0,-17.0
JFK,CMH,483.0,-1.0
JFK,CVG,589.0,-7.0
JFK,MCO,944.0,-33.0
LGA,DCA,214.0,0.0
EWR,RSW,1068.0,-12.0
JFK,SFO,2586.0,-36.0
LGA,ATL,762.0,-13.0
EWR,ORD,719.0,70.0
LGA,CLT,544.0,6.0
LGA,TPA,1010.0,-17.0
JFK,DTW,509.0,-13.0
LGA,DFW,1389.0,-22.0
EWR,SDF,642.0,-23.0
EWR,DEN,1605.0,21.0
LGA,ORD,733.0,33.0
LGA,CLT,544.0,3.0
EWR,ORD,719.0,120.0
EWR,MDW,711.0,18.0
LGA,DTW,502.0,-12.0
LGA,BNA,764.0,-16.0
EWR,CVG,569.0,-5.0
JFK,DFW,1391.0,-23.0
JFK,PBI,1028.0,-28.0
EWR,FLL,1065.0,-17.0
LGA,ATL,762.0,-5.0
EWR,DEN,1605.0,5.0
LGA,MIA,1096.0,-16.0
LGA,PIT,335.0,-1.0
EWR,MIA,1085.0,-26.0
JFK,MSP,1029.0,5.0
JFK,RDU,427.0,-25.0
LGA,HOU,1428.0,18.0
LGA,BNA,764.0,-6.0
EWR,SEA,2402.0,-17.0
JFK,BOS,187.0,-28.0
JFK,ATL,760.0,-17.0
LGA,MSP,1020.0,-2.0
JFK,LAX,2475.0,-26.0
EWR,SAV,708.0,-10.0
LGA,PBI,1035.0,-12.0
JFK,BUF,301.0,-14.0
JFK,MIA,1089.0,-37.0
EWR,MCO,937.0,-21.0
JFK,PDX,2454.0,-12.0
EWR,PHX,2133.0,-22.0
LGA,RDU,431.0,28.0
JFK,BNA,765.0,-29.0
EWR,IAH,1400.0,13.0
JFK,LAX,2475.0,-33.0
JFK,SFO,2586.0,344.0
JFK,ORF,290.0,-38.0
EWR,SFO,2565.0,-23.0
EWR,DAY,533.0,-17.0
JFK,CVG,589.0,-32.0
EWR,ATL,746.0,-5.0
LGA,ORD,733.0,65.0
EWR,ATL,746.0,-16.0
JFK,LAX,2475.0,-9.0
LGA,MDW,725.0,-5.0
LGA,STL,888.0,-18.0
JFK,BOS,187.0,-12.0
LGA,RDU,431.0,-20.0
JFK,MCO,944.0,-1.0
JFK,SAN,2446.0,-29.0
EWR,MSY,1167.0,-15.0
JFK,BTV,266.0,-23.0
EWR,DTW,488.0,8.0
LGA,MCO,950.0,-29.0
LGA,BOS,184.0,-23.0
JFK,AUS,1521.0,-24.0
JFK,PHX,2153.0,7.0
JFK,SFO,2586.0,1.0
LGA,DCA,214.0,-13.0
JFK,LAS,2248.0,-8.0
JFK,LAX,2475.0,-13.0
LGA,DEN,1620.0,15.0
EWR,ORD,719.0,72.0
EWR,CVG,569.0,-22.0
LGA,DEN,1620.0,11.0
EWR,IAD,212.0,2.0
EWR,DFW,1372.0,-25.0
LGA,DFW,1389.0,-7.0
JFK,OAK,2576.0,-9.0
LGA,IAD,229.0,-7.0
JFK,IAH,1417.0,24.0
JFK,DCA,213.0,-32.0
LGA,IAH,1416.0,-1.0
EWR,HOU,1411.0,36.0
EWR,BOS,200.0,-15.0
JFK,CLT,541.0,-16.0
LGA,ATL,762.0,-9.0
EWR,DFW,1372.0,2.0
LGA,ORF,296.0,15.0
EWR,RIC,277.0,0.0
EWR,GSP,594.0,92.0
EWR,LAX,2454.0,14.0
LGA,CLT,544.0,-10.0
LGA,DTW,502.0,4.0
LGA,BNA,764.0,5.0
JFK,SFO,2586.0,-9.0
JFK,BUR,2465.0,-32.0
EWR,IND,645.0,5.0
EWR,STL,872.0,12.0
LGA,DEN,1620.0,0.0
EWR,CVG,569.0,-16.0
JFK,IAD,228.0,163.0
JFK,AUS,1521.0,-1.0
JFK,RDU,427.0,-13.0
LGA,ATL,762.0,-22.0
EWR,SLC,1969.0,-2.0
LGA,CLT,544.0,40.0
EWR,GSO,445.0,48.0
LGA,DEN,1620.0,8.0
EWR,IAH,1400.0,-17.0
EWR,LAS,2227.0,-13.0
EWR,SFO,2565.0,-5.0
JFK,MCI,1113.0,-24.0
EWR,SFO,2565.0,-7.0
EWR,MEM,946.0,27.0
EWR,MCO,937.0,-17.0
JFK,ORD,740.0,85.0
LGA,ATL,762.0,6.0
EWR,MCO,937.0,1.0
JFK,IAD,228.0,-20.0
EWR,BOS,200.0,27.0
EWR,MSP,1008.0,-12.0
JFK,PHX,2153.0,-30.0
EWR,BNA,748.0,-11.0
LGA,XNA,1147.0,-15.0
LGA,RDU,431.0,-6.0
EWR,SAN,2425.0,-29.0
LGA,DFW,1389.0,-20.0
EWR,STL,872.0,21.0
LGA,MCO,950.0,-38.0
LGA,RSW,1080.0,-17.0
JFK,LAS,2248.0,-24.0
LGA,DCA,214.0,-15.0
LGA,BOS,184.0,-23.0
JFK,CLT,541.0,-17.0
LGA,OMA,1148.0,28.0
LGA,PIT,335.0,-14.0
EWR,PDX,2434.0,-11.0
JFK,SAN,2446.0,11.0
LGA,ATL,762.0,-18.0
LGA,PBI,1035.0,0.0
EWR,CLT,529.0,31.0
LGA,CMH,479.0,-12.0
EWR,TPA,997.0,-2.0
JFK,LGB,2465.0,-20.0
EWR,ATL,746.0,-13.0
EWR,ROC,246.0,84.0
EWR,CLE,404.0,-14.0
EWR,PHX,2133.0,5.0
EWR,MDW,711.0,9.0
LGA,MIA,1096.0,-23.0
LGA,MSP,1020.0,-3.0
JFK,DFW,1391.0,-41.0
JFK,MIA,1089.0,8.0
EWR,DTW,488.0,30.0
JFK,LAX,2475.0,-25.0
EWR,MSY,1167.0,-16.0
EWR,SNA,2434.0,-18.0
EWR,LAX,2454.0,-13.0
JFK,ORD,740.0,72.0
JFK,LAX,2475.0,-1.0
LGA,STL,888.0,12.0
EWR,ORD,719.0,62.0
LGA,ORD,733.0,72.0
LGA,DTW,502.0,23.0
EWR,SEA,2402.0,-41.0
JFK,BWI,184.0,-14.0
LGA,BNA,764.0,1.0
EWR,PBI,1023.0,14.0
JFK,MCO,944.0,-12.0
JFK,ATL,760.0,-28.0
JFK,CHS,636.0,17.0
JFK,FLL,1069.0,7.0
JFK,SFO,2586.0,3.0
JFK,SJC,2569.0,-11.0
EWR,DTW,488.0,9.0
JFK,MIA,1089.0,-8.0
JFK,DTW,509.0,7.0
JFK,MSP,1029.0,2.0
EWR,ALB,143.0,9.0
JFK,SEA,2422.0,-19.0
JFK,BUF,301.0,11.0
EWR,SFO,2565.0,6.0
LGA,MIA,1096.0,-19.0
EWR,DEN,1605.0,23.0
LGA,CLE,419.0,3.0
LGA,ORD,733.0,56.0
JFK,TPA,1005.0,-24.0
LGA,MKE,738.0,-8.0
JFK,SFO,2586.0,-15.0
JFK,SFO,2586.0,128.0
JFK,SFO,2586.0,35.0
LGA,FLL,1076.0,-9.0
LGA,RDU,431.0,-19.0
EWR,PBI,1023.0,-4.0
LGA,GSP,610.0,-20.0
LGA,ORD,733.0,63.0
LGA,CLT,544.0,0.0
LGA,MSY,1183.0,-7.0
EWR,BNA,748.0,-2.0
EWR,FLL,1065.0,-9.0
LGA,BOS,184.0,-21.0
EWR,SEA,2402.0,9.0
LGA,DCA,214.0,-11.0
JFK,SEA,2422.0,-9.0
JFK,LAS,2248.0,-28.0
LGA,ORD,733.0,21.0
JFK,SAN,2446.0,-27.0
LGA,ATL,762.0,2.0
LGA,MEM,963.0,-6.0
LGA,ROC,254.0,-18.0
LGA,IAH,1416.0,1.0
EWR,PWM,284.0,-13.0
LGA,DFW,1389.0,-1.0
JFK,PHX,2153.0,-22.0
JFK,ORD,740.0,29.0
JFK,SFO,2586.0,-5.0
LGA,DSM,1031.0,0.0
LGA,PHL,96.0,26.0
EWR,DFW,1372.0,-11.0
JFK,MCO,944.0,-11.0
JFK,MSY,1182.0,-18.0
EWR,DSM,1017.0,18.0
LGA,IAD,229.0,-16.0
EWR,ORD,719.0,79.0
LGA,MSP,1020.0,-6.0
JFK,LAS,2248.0,-19.0
JFK,SEA,2422.0,-33.0
JFK,SLC,1990.0,-6.0
EWR,ATL,746.0,-15.0
JFK,SAT,1587.0,-24.0
LGA,MCO,950.0,-11.0
EWR,LAS,2227.0,-4.0
LGA,ORD,733.0,47.0
EWR,CHS,628.0,8.0
JFK,PIT,340.0,-3.0
JFK,IAD,228.0,-14.0
EWR,SAT,1569.0,-10.0
JFK,RIC,288.0,-6.0
JFK,SLC,1990.0,15.0
LGA,MKE,738.0,-3.0
JFK,RDU,427.0,0.0
JFK,TPA,1005.0,-17.0
LGA,FLL,1076.0,-15.0
EWR,TYS,631.0,6.0
JFK,CVG,589.0,-18.0
EWR,CLT,529.0,37.0
EWR,ORD,719.0,32.0
JFK,PHL,94.0,-26.0
JFK,SJU,1598.0,-4.0
LGA,ATL,762.0,-2.0
EWR,MCO,937.0,5.0
LGA,ATL,762.0,10.0
LGA,MIA,1096.0,-5.0
LGA,CMH,479.0,13.0
EWR,LAX,2454.0,6.0
LGA,BOS,184.0,-28.0
JFK,BWI,184.0,-26.0
JFK,DEN,1626.0,-6.0
EWR,MCI,1092.0,-4.0
LGA,DCA,214.0,-13.0
LGA,TPA,1010.0,-5.0
EWR,BOS,200.0,-23.0
JFK,ABQ,1826.0,-22.0
JFK,MCO,944.0,-5.0
EWR,PBI,1023.0,11.0
JFK,FLL,1069.0,-2.0
JFK,BUF,301.0,82.0
EWR,TUL,1215.0,-7.0
JFK,BOS,187.0,-3.0
JFK,FLL,1069.0,4.0
LGA,ATL,762.0,-12.0
JFK,LAX,2475.0,39.0
EWR,IAH,1400.0,-12.0
EWR,LAX,2454.0,71.0
JFK,LAX,2475.0,-3.0
LGA,MSN,812.0,5.0
JFK,PBI,1028.0,17.0
JFK,LAX,2475.0,-46.0
EWR,DCA,199.0,32.0
JFK,CMH,483.0,5.0
EWR,LAX,2454.0,-23.0
JFK,BOS,187.0,-10.0
LGA,ORD,733.0,158.0
EWR,DAY,533.0,40.0
LGA,CLE,419.0,-17.0
EWR,MSP,1008.0,3.0
EWR,MIA,1085.0,-23.0
EWR,IND,645.0,8.0
LGA,ORD,733.0,26.0
JFK,LAX,2475.0,-9.0
JFK,DCA,213.0,-21.0
EWR,OKC,1325.0,1.0
EWR,CLE,404.0,6.0
LGA,TYS,647.0,-23.0
JFK,PDX,2454.0,-13.0
LGA,DTW,502.0,27.0
EWR,OMA,1134.0,9.0
JFK,LAX,2475.0,-20.0
JFK,SJU,1598.0,44.0
EWR,MDW,711.0,-2.0
LGA,BHM,866.0,34.0
EWR,TPA,997.0,-9.0
JFK,AUS,1521.0,-13.0
JFK,SFO,2586.0,12.0
JFK,BOS,187.0,-10.0
LGA,DCA,214.0,-10.0
LGA,RIC,292.0,-42.0
EWR,RIC,277.0,156.0
LGA,ATL,762.0,-9.0
JFK,MSY,1182.0,-18.0
LGA,MCO,950.0,-13.0
EWR,MSY,1167.0,-4.0
LGA,CLT,544.0,6.0
EWR,MKE,725.0,60.0
EWR,BOS,200.0,-1.0
LGA,RDU,431.0,-1.0
EWR,CVG,569.0,-6.0
LGA,DTW,502.0,-6.0
EWR,SFO,2565.0,12.0
EWR,RIC,277.0,-8.0
EWR,JAX,820.0,5.0
JFK,JAX,828.0,-9.0
LGA,ILM,500.0,-25.0
EWR,BOS,200.0,-3.0
LGA,BOS,184.0,-2.0
EWR,MCO,937.0,-4.0
EWR,ORD,719.0,73.0
EWR,FLL,1065.0,-13.0
EWR,SFO,2565.0,-12.0
EWR,IAH,1400.0,0.0
JFK,DEN,1626.0,6.0
LGA,BNA,764.0,-18.0
LGA,FLL,1076.0,10.0
EWR,MCO,937.0,-3.0
JFK,BUF,301.0,-17.0
LGA,ORD,733.0,26.0
JFK,DCA,213.0,-13.0
EWR,GSO,445.0,59.0
JFK,LAX,2475.0,8.0
JFK,MCO,944.0,-4.0
EWR,CLT,529.0,25.0
EWR,DCA,199.0,-1.0
EWR,STL,872.0,-13.0
EWR,GSP,594.0,21.0
LGA,CAK,397.0,72.0
LGA,SYR,198.0,-8.0
EWR,BOS,200.0,14.0
EWR,ROC,246.0,5.0
LGA,BGR,378.0,-15.0
JFK,BTV,266.0,-25.0
JFK,IAD,228.0,154.0
LGA,MDW,725.0,90.0
EWR,ALB,143.0,-2.0
JFK,BUF,301.0,-11.0
JFK,ROC,264.0,4.0
JFK,SYR,209.0,-10.0
JFK,BOS,187.0,1.0
JFK,PWM,273.0,12.0
JFK,PSE,1617.0,-17.0
JFK,BQN,1576.0,6.0
JFK,SJU,1598.0,-20.0
EWR,CLT,529.0,-12.0
EWR,IAH,1400.0,-5.0
LGA,IAH,1416.0,-17.0
JFK,MIA,1089.0,-27.0
LGA,ORD,733.0,-36.0
EWR,FLL,1065.0,-13.0
LGA,BOS,184.0,-18.0
LGA,FLL,1076.0,-2.0
LGA,ORD,733.0,-2.0
EWR,IAD,212.0,2.0
JFK,MCO,944.0,-10.0
LGA,ATL,762.0,-5.0
EWR,DTW,488.0,-5.0
LGA,DTW,502.0,-1.0
LGA,DCA,214.0,-2.0
JFK,SJU,1598.0,-19.0
EWR,CVG,569.0,23.0
EWR,CLT,529.0,24.0
JFK,IAD,228.0,-2.0
LGA,PHL,96.0,-9.0
LGA,MIA,1096.0,-13.0
JFK,SFO,2586.0,-23.0
EWR,ATL,746.0,1.0
EWR,SFO,2565.0,-38.0
LGA,RDU,431.0,-15.0
EWR,ORD,719.0,-13.0
LGA,DFW,1389.0,13.0
JFK,FLL,1069.0,-11.0
LGA,ATL,762.0,5.0
EWR,MDW,711.0,1.0
EWR,CMH,463.0,6.0
JFK,CLT,541.0,-11.0
LGA,MSP,1020.0,-16.0
EWR,FLL,1065.0,14.0
EWR,CLT,529.0,-16.0
EWR,IND,645.0,-2.0
LGA,DTW,502.0,3.0
EWR,HOU,1411.0,1.0
LGA,MCO,950.0,6.0
LGA,IAH,1416.0,-32.0
EWR,BUF,282.0,12.0
EWR,BOS,200.0,-20.0
LGA,CLT,544.0,-19.0
LGA,MDW,725.0,-16.0
JFK,ATL,760.0,5.0
LGA,ATL,762.0,22.0
JFK,RSW,1074.0,-6.0
EWR,ATL,746.0,9.0
EWR,CLT,529.0,-18.0
EWR,MIA,1085.0,-9.0
EWR,PBI,1023.0,-3.0
JFK,TPA,1005.0,0.0
EWR,DCA,199.0,23.0
JFK,ATL,760.0,-20.0
EWR,BOS,200.0,-16.0
EWR,MSP,1008.0,-24.0
EWR,BNA,748.0,7.0
EWR,SDF,642.0,-4.0
JFK,LAX,2475.0,-19.0
EWR,MSP,1008.0,-9.0
EWR,DEN,1605.0,-17.0
LGA,ORD,733.0,4.0
EWR,LAS,2227.0,-27.0
EWR,TPA,997.0,14.0
JFK,ORD,740.0,10.0
EWR,MCO,937.0,-12.0
EWR,PIT,319.0,8.0
JFK,PHX,2153.0,-27.0
EWR,STL,872.0,3.0
EWR,LAX,2454.0,-22.0
JFK,MSY,1182.0,6.0
EWR,CVG,569.0,-10.0
LGA,MKE,738.0,25.0
LGA,DEN,1620.0,-38.0
EWR,RSW,1068.0,10.0
JFK,BOS,187.0,-19.0
EWR,RDU,416.0,11.0
JFK,LAS,2248.0,25.0
JFK,SJU,1598.0,-35.0
LGA,BOS,184.0,12.0
LGA,FLL,1076.0,-3.0
LGA,MSP,1020.0,1.0
JFK,LAX,2475.0,-49.0
LGA,PIT,335.0,28.0
JFK,BUF,301.0,24.0
JFK,SLC,1990.0,-10.0
LGA,DCA,214.0,-3.0
LGA,ATL,762.0,-3.0
LGA,MCO,950.0,-3.0
LGA,CLT,544.0,2.0
EWR,ORD,719.0,-17.0
JFK,SFO,2586.0,-36.0
EWR,GSP,594.0,14.0
JFK,LAX,2475.0,-41.0
EWR,SEA,2402.0,-36.0
EWR,GRR,605.0,3.0
LGA,DFW,1389.0,33.0
JFK,SJU,1598.0,-13.0
EWR,MIA,1085.0,-8.0
LGA,ORD,733.0,2.0
JFK,MCO,944.0,8.0
JFK,MIA,1089.0,-14.0
JFK,LAX,2475.0,-22.0
EWR,STL,872.0,4.0
LGA,ORD,733.0,14.0
EWR,MCO,937.0,12.0
EWR,SFO,2565.0,-8.0
EWR,MSY,1167.0,3.0
LGA,DTW,502.0,-9.0
EWR,BNA,748.0,1.0
LGA,XNA,1147.0,30.0
JFK,JAX,828.0,-10.0
EWR,BOS,200.0,-21.0
EWR,LAX,2454.0,-26.0
LGA,PBI,1035.0,22.0
EWR,DFW,1372.0,28.0
EWR,SJU,1608.0,-17.0
LGA,TPA,1010.0,41.0
JFK,RDU,427.0,-17.0
EWR,GSO,445.0,12.0
EWR,ORD,719.0,41.0
JFK,SFO,2586.0,-22.0
EWR,BTV,266.0,-19.0
EWR,IAH,1400.0,-6.0
JFK,DTW,509.0,-13.0
EWR,SFO,2565.0,-16.0
LGA,HOU,1428.0,7.0
LGA,MIA,1096.0,4.0
JFK,SRQ,1041.0,7.0
LGA,IAH,1416.0,4.0
JFK,SEA,2422.0,-1.0
LGA,STL,888.0,18.0
EWR,ATL,746.0,5.0
JFK,SFO,2586.0,-9.0
EWR,ROC,246.0,-19.0
JFK,TPA,1005.0,24.0
EWR,OMA,1134.0,-5.0
LGA,ATL,762.0,-6.0
JFK,PIT,340.0,0.0
JFK,DCA,213.0,46.0
EWR,PDX,2434.0,-31.0
JFK,IAD,228.0,4.0
EWR,RSW,1068.0,2.0
JFK,MIA,1089.0,-18.0
EWR,MDW,711.0,-16.0
JFK,RDU,427.0,33.0
LGA,PBI,1035.0,30.0
JFK,SFO,2586.0,-39.0
LGA,CLT,544.0,22.0
LGA,DFW,1389.0,33.0
JFK,CHS,636.0,1.0
JFK,MCO,944.0,9.0
LGA,BOS,184.0,10.0
JFK,MSY,1182.0,18.0
JFK,LAX,2475.0,11.0
JFK,FLL,1069.0,3.0
